GEOID,Indicator,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sachsen,Manufacture of leather and related products  Persons employed - number,,,,,,,,,,,
Sachsen,Manufacturing  Persons employed - number,244732,231725,297845,310967,315866,316810,322188,325271,326861,330261,334611
Sachsen,Wholesale and retail trade; repair of motor vehicles and motorcycles  Persons employed - number,213480,255533,257409,273409,270641,159754,167401,176901,174435,180330,173717
Sachsen,Construction  Persons employed - number,46987,111884,115211,120671,122242,119196,127593,127066,130400,130449,134209
Sachsen,Administrative and support service activities  Persons employed - number,88766,90892,99816,103896,108495,110042,117751,117561,119507,121421,123212
Sachsen,Specialised construction activities  Persons employed - number,8377,77894,80247,84560,87529,84396,93088,93242,97482,96971,100082
Sachsen,"Professional, scientific and technical activities  Persons employed - number",71762,74459,77868,74539,80129,81896,85238,86069,89288,92525,95207
Sachsen,"Retail trade, except of motor vehicles and motorcycles  Persons employed - number",133107,154427,155839,164840,164530,86886,89382,91401,94947,97424,94445
Sachsen,Transportation and storage  Persons employed - number,67587,70003,70690,77133,83584,81818,84699,96928,91345,91423,91067
Sachsen,Accommodation and food service activities  Persons employed - number,72532,98983,99589,102957,102756,98782,108883,112376,76934,84261,80569
Sachsen,Food and beverage service activities  Persons employed - number,51682,74374,75298,78217,76836,74389,82995,86455,58090,66439,62406
Sachsen,Services to buildings and landscape activities  Persons employed - number,44551,47604,48460,47392,50864,51887,51372,51470,53344,54540,54499
Sachsen,"Manufacture of fabricated metal products, except machinery and equipment  Persons employed - number",37176,35449,45198,47290,48524,49526,47636,47062,47503,48751,49307
Sachsen,Manufacture of machinery and equipment n.e.c.  Persons employed - number,36733,34496,43533,46353,47040,46448,46447,46026,46580,46952,48392
Sachsen,"Manufacture of motor vehicles, trailers and semi-trailers  Persons employed - number",,24164,31052,32566,33756,34917,39737,43006,43588,44775,44773
Sachsen,Land transport and transport via pipelines  Persons employed - number,34221,34633,36708,37760,38447,39565,39214,40877,41283,42276,42153
Sachsen,Information and communication  Persons employed - number,25153,25173,26941,27394,28640,29317,31675,33896,36548,38549,41946
Sachsen,"Wholesale trade, except of motor vehicles and motorcycles  Persons employed - number",47118,61397,61064,66426,64612,41083,39272,43275,39928,44200,40749
Sachsen,Wholesale and retail trade and repair of motor vehicles and motorcycles  Persons employed - number,33254,39709,40507,42143,41498,31785,38747,42225,39560,38706,38523
Sachsen,Architectural and engineering activities; technical testing and analysis  Persons employed - number,26465,27371,28738,27693,27840,28852,29992,31210,33083,34022,35116
Sachsen,Retail sale of other goods in specialised stores  Persons employed - number,44106,48561,49106,50278,46873,34047,33861,34126,34686,36921,33763
Sachsen,"Computer programming, consultancy and related activities  Persons employed - number",13453,14143,14748,14816,16030,16560,17978,19731,22605,24100,27315
Sachsen,Employment activities  Persons employed - number,22252,20746,26183,28689,28165,26488,31441,29263,28476,28661,27144
Sachsen,Warehousing and support activities for transportation  Persons employed - number,14783,17120,18089,18910,19332,19434,21733,22905,22762,23042,24110
Sachsen,Postal and courier activities  Persons employed - number,18340,17912,14761,19248,24549,21688,22545,31868,25997,24747,23293
Sachsen,"Manufacture of computer, electronic and optical products  Persons employed - number",17388,13627,18296,19845,19930,20824,20555,22722,22841,22152,22800
Sachsen,Real estate activities  Persons employed - number,21426,19684,20109,18286,18710,19910,22730,16958,21127,22207,22410
Sachsen,Manufacture of food products  Persons employed - number,,16495,21261,21535,21567,21527,21426,21438,21617,21976,22070
Sachsen,"Office administrative, office support and other business support activities  Persons employed - number",7934,8615,9953,11978,14268,15931,18789,19334,18264,19254,22044
Sachsen,Sale of motor vehicles  Persons employed - number,15444,17774,17181,18953,18148,16075,20242,23459,21702,19645,21053
Sachsen,Legal and accounting activities  Persons employed - number,17692,18066,18458,18529,19010,19493,20874,20957,20493,20661,20858
Sachsen,Manufacture of electrical equipment  Persons employed - number,24476,12004,16120,17705,18613,18507,18912,18587,18802,19317,19824
Sachsen,Accommodation  Persons employed - number,20850,24609,24291,24740,25921,24393,25888,25921,18844,17822,18163
Sachsen,Retail sale in non-specialised stores  Persons employed - number,44404,53409,51040,55055,55490,16521,15632,15976,16471,16936,18006
Sachsen,Civil engineering  Persons employed - number,8656,15858,16677,17140,15836,15993,16132,16172,16475,16705,17350
Sachsen,Construction of buildings  Persons employed - number,29955,18132,18287,18971,18877,18807,18373,17652,16443,16773,16777
Sachsen,Manufacture of rubber and plastic products  Persons employed - number,11784,11218,14800,15793,15693,16039,16936,16874,16857,16381,16519
Sachsen,"Water supply; sewerage, waste management and remediation activities  Persons employed - number",10245,10537,10340,11667,13526,13622,13950,13784,14183,14270,15686
Sachsen,Activities of head offices; management consultancy activities  Persons employed - number,8100,9549,9398,8242,10425,10778,12169,12021,13707,14056,14574
Sachsen,Maintenance and repair of motor vehicles  Persons employed - number,13782,17626,18847,18402,18507,12442,15023,14429,13758,15049,13804
Sachsen,Manufacture of other non-metallic mineral products  Persons employed - number,11546,11123,14181,13999,13964,13727,13924,13713,13492,13606,13684
Sachsen,"Electricity, gas, steam and air conditioning supply  Persons employed - number",11296,10965,11044,11365,10754,10819,11015,10878,11067,11124,13631
Sachsen,Manufacture of basic metals  Persons employed - number,10013,9413,11916,12553,12791,12683,13378,13765,13356,13628,13417
Sachsen,Other specialised wholesale  Persons employed - number,14463,18961,19214,21026,20579,12478,11412,12781,11358,13191,13298
Sachsen,Repair and installation of machinery and equipment  Persons employed - number,9623,9552,12049,11912,12247,12510,13089,12291,12194,11864,12125
Sachsen,Security and investigation activities  Persons employed - number,8043,7972,8646,9659,8894,8790,9112,9851,11696,10909,11283
Sachsen,"Waste collection, treatment and disposal activities; materials recovery  Persons employed - number",,,,,,,,,,9260,10283
Sachsen,Retail sale of other household equipment in specialised stores  Persons employed - number,17045,18032,18569,20632,19547,9485,9735,10038,11187,10598,9900
Sachsen,Scientific research and development  Persons employed - number,5638,6456,7197,6782,7057,7349,8967,8601,8498,9031,9875
Sachsen,Manufacture of chemicals and chemical products  Persons employed - number,8488,7776,10093,10947,11017,10625,10879,9924,9788,9767,9778
Sachsen,Manufacture of textiles  Persons employed - number,9115,7825,10173,10021,9702,9536,9426,9526,9443,9573,9133
Sachsen,"Retail sale of food, beverages and tobacco in specialised stores  Persons employed - number",9269,10633,11580,11550,12272,7496,7780,7803,8051,8367,8704
Sachsen,"Retail trade not in stores, stalls or markets  Persons employed - number",4063,5497,6625,7378,10149,6741,8303,8085,8916,8681,8655
Sachsen,"Wholesale of other machinery, equipment and supplies  Persons employed - number",6090,7287,7863,8583,8858,7928,7507,8153,8789,8673,8447
Sachsen,Other manufacturing  Persons employed - number,6121,6045,7664,7535,7631,7647,7468,7713,7972,7858,8279
Sachsen,Manufacture of paper and paper products  Persons employed - number,6241,6152,8012,7990,8182,7926,7818,8011,7947,7986,7966
Sachsen,Printing and reproduction of recorded media  Persons employed - number,6009,5770,7463,7663,7866,7601,7748,7469,7643,7495,7588
Sachsen,Manufacture of other transport equipment  Persons employed - number,,4759,5957,6295,6580,6602,6970,7060,7048,6886,7319
Sachsen,Advertising and market research  Persons employed - number,9803,8576,9332,7764,10152,9418,6486,6316,6292,7176,6853
Sachsen,Wholesale of household goods  Persons employed - number,10535,14268,13476,14473,12854,7318,7708,9558,7220,7720,6536
Sachsen,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials  Persons employed - number",4296,4283,5597,5993,6007,5888,5793,6038,5975,6262,6280
Sachsen,"Other professional, scientific and technical activities  Persons employed - number",2651,2961,3229,4136,4237,4530,5211,5343,5466,5792,6002
Sachsen,"Wholesale of food, beverages and tobacco  Persons employed - number",8115,9679,9799,10310,10220,6030,6252,6446,6480,6283,5921
Sachsen,Information service activities  Persons employed - number,2573,2193,2530,3589,3709,3915,4911,5274,4963,5237,5503
Sachsen,Manufacture of furniture  Persons employed - number,3715,3763,4586,4905,4874,4678,4741,5047,5113,5195,5301
Sachsen,Retail sale of information and communication equipment in specialised stores  Persons employed - number,4007,5918,6179,6844,6949,3967,4958,5262,5400,5205,4711
Sachsen,Retail sale of cultural and recreation goods in specialised stores  Persons employed - number,5669,6489,6559,6807,6823,4423,4072,4548,4772,4589,4677
Sachsen,Retail sale of automotive fuel in specialised stores  Persons employed - number,3555,5022,5225,5318,5430,3193,3625,4185,4049,4287,4460
Sachsen,Rental and leasing activities  Persons employed - number,2832,2796,3093,2881,2856,3336,3369,3373,3882,4155,4368
Sachsen,Mining and quarrying  Persons employed - number,3271,3261,3854,3858,3808,3748,3757,3897,3947,3921,3977
Sachsen,"Travel agency, tour operator and other reservation service and related activities  Persons employed - number",3155,3159,3483,3298,3448,3610,3667,4270,3846,3902,3873
Sachsen,Manufacture of basic pharmaceutical products and pharmaceutical preparations  Persons employed - number,,2376,3469,3667,3706,3709,3610,3409,3505,3557,3598
Sachsen,"Water collection, treatment and supply  Persons employed - number",3395,3380,3342,3400,3346,3296,3269,3273,3259,3190,3239
Sachsen,Publishing activities  Persons employed - number,4880,3637,4694,3964,3660,3455,3159,3104,3179,3290,3132
Sachsen,Wholesale of information and communication equipment  Persons employed - number,2043,1982,3012,3598,3379,2891,2273,2363,2656,2824,2894
Sachsen,Sale of motor vehicle parts and accessories  Persons employed - number,3588,3685,3886,4118,4149,2453,2416,3348,3196,3036,2841
Sachsen,Wholesale on a fee or contract basis  Persons employed - number,1814,3945,2952,3108,3175,3105,2703,2528,2102,4275,2609
Sachsen,Programming and broadcasting activities  Persons employed - number,2416,2501,2513,2535,2510,,,2508,2497,2597,2578
Sachsen,Manufacture of beverages  Persons employed - number,2306,2232,2722,2739,2630,2564,2552,2599,2576,2603,2515
Sachsen,Repair of computers and personal and household goods  Persons employed - number,1889,2111,2197,2310,2328,2351,2418,2419,2555,2575,2433
Sachsen,Veterinary activities  Persons employed - number,1413,1479,1517,1394,1408,1476,1540,1621,1749,1787,1928
Sachsen,Sewerage  Persons employed - number,,,,,,,,,,1626,1918
Sachsen,Telecommunications  Persons employed - number,780,868,881,890,1070,,,1545,1648,1530,1862
Sachsen,Retail sale via stalls and markets  Persons employed - number,989,866,957,978,997,1013,1417,1378,1414,1840,1569
Sachsen,"Motion picture, video and television programme production, sound recording and music publishing activities  Persons employed - number",1051,1831,1575,1600,1661,1865,1629,1734,1655,1795,1555
Sachsen,Air transport  Persons employed - number,69,174,953,1031,1050,934,1023,1074,1094,1137,1287
Sachsen,"Sale, maintenance and repair of motorcycles and related parts and accessories  Persons employed - number",440,624,593,670,695,815,1066,989,904,976,825
Sachsen,Wholesale of agricultural raw materials and live animals  Persons employed - number,1993,2047,2211,2225,2196,827,734,840,829,777,783
Sachsen,Non-specialised wholesale trade  Persons employed - number,2063,3229,2538,3103,3352,506,684,605,494,457,261
Sachsen,Remediation activities and other waste management services  Persons employed - number,,,,,,,,,,194,246
Sachsen,Water transport  Persons employed - number,174,165,179,183,206,197,184,204,210,221,224
Sachsen,Extraction of crude petroleum and natural gas  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Sachsen,Mining of metal ores  Persons employed - number,0,0,0,0,0,0,0,0,,0,0
Sachsen,Mining support service activities  Persons employed - number,,0,0,,,,,,,,0
Sachsen,Manufacture of coke and refined petroleum products  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Sachsen,Mining and quarrying  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Mining of coal and lignite  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Extraction of crude petroleum and natural gas  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Mining of metal ores  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Other mining and quarrying  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Mining support service activities  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Manufacture of tobacco products  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Manufacture of wearing apparel  Share of employment in manufacturing total - percentage,0.9,,,,,,,,,,
Sachsen,Manufacture of leather and related products  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,"Electricity, gas, steam and air conditioning supply  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,"Water supply; sewerage, waste management and remediation activities  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,"Water collection, treatment and supply  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,Sewerage  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,"Waste collection, treatment and disposal activities; materials recovery  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,Remediation activities and other waste management services  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Construction  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Construction of buildings  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Civil engineering  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Specialised construction activities  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Wholesale and retail trade; repair of motor vehicles and motorcycles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Wholesale and retail trade and repair of motor vehicles and motorcycles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Sale of motor vehicles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Maintenance and repair of motor vehicles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Sale of motor vehicle parts and accessories  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,"Sale, maintenance and repair of motorcycles and related parts and accessories  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,"Wholesale trade, except of motor vehicles and motorcycles  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,Wholesale on a fee or contract basis  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Wholesale of agricultural raw materials and live animals  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,"Wholesale of food, beverages and tobacco  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,Wholesale of household goods  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Wholesale of information and communication equipment  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,"Wholesale of other machinery, equipment and supplies  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Sachsen,Other specialised wholesale  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Sachsen,Non-specialised wholesale trade  Share of employment in manufacturing total - percentage,,,,,,,,,,,
